	(GHC.Real.%)	Integral a => a -> a -> GHC.Real.Ratio a
	GHC.Real.denominator	GHC.Real.Ratio a -> a
	GHC.Real.numerator	GHC.Real.Ratio a -> a
	GHC.STRef.newSTRef	a -> GHC.ST.ST s (GHC.STRef.STRef s a)
	GHC.STRef.readSTRef	GHC.STRef.STRef s a -> GHC.ST.ST s a
	GHC.STRef.writeSTRef	GHC.STRef.STRef s a -> a -> GHC.ST.ST s ()
	GHC.STRef.newSTRef	a -> GHC.ST.ST s (GHC.STRef.STRef s a)
	GHC.STRef.readSTRef	GHC.STRef.STRef s a -> GHC.ST.ST s a
	GHC.STRef.writeSTRef	GHC.STRef.STRef s a -> a -> GHC.ST.ST s ()
	Data.Semigroup.cycle1	Semigroup m => m -> m
type base-4.18.3.0	Data.Semigroup.Internal.All	*
type base-4.18.3.0	Data.Semigroup.Internal.Any	*
type base-4.18.3.0	Data.Semigroup.Internal.Dual	* -> *
type base-4.18.3.0	Data.Semigroup.Internal.Endo	* -> *
type base-4.18.3.0	Data.Semigroup.Internal.Product	* -> *
	(<>)	a -> a -> a
	GHC.Base.sconcat	GHC.Base.NonEmpty a -> a
	GHC.Base.stimes	Integral b => b -> a -> a
type base-4.18.3.0	Data.Semigroup.Internal.Sum	* -> *
	Data.String.fromString	String -> a
	lines	String -> [String]
	unlines	[String] -> String
	unwords	[String] -> String
	words	String -> [String]
	traverse	Applicative f => (a -> f b) -> t a -> f (t b)
	sequenceA	Applicative f => t (f a) -> f (t a)
	mapM	Monad m => (a -> m b) -> t a -> m (t b)
	sequence	Monad m => t (m a) -> m (t a)
	fst	(a, b) -> a
	snd	(a, b) -> b
	Data.Tuple.swap	(a, b) -> (b, a)
	uncurry	(a -> b -> c) -> (a, b) -> c
pattern ghc-prim-0.10.0	GHC.Tuple.Solo	a -> Solo a
	Data.Type.Coercion.Coercion	forall {k} (a :: k) (b :: k).
	Data.Type.Coercion.testCoercion	forall (a :: k) (b :: k).
type (Data.Type.Equality.	~:)	forall {k}. k -> k -> *
	Data.Type.Equality.Refl	forall {k} (a :: k).
type (Data.Type.Equality.	~~:)	forall k1 k2. k1 -> k2 -> *
	Data.Type.Equality.HRefl	forall {k1} (a :: k1).
	Data.Type.Equality.testEquality	forall (a :: k) (b :: k).
	(b	k1).
	(b	k1).
	(b	k1).
	Data.Type.Ord.LTI	forall {k} (a :: k) (b :: k).
	Data.Type.Ord.EQI	forall {k} (a :: k).
	Data.Type.Ord.GTI	forall {k} (a :: k) (b :: k).
	(a	k2).
	(t'	k2 -> k3 -> k1) (a :: k2) (b :: k3).
	Data.Typeable.rnfTypeRep	Data.Typeable.TypeRep -> ()
	Data.Typeable.showsTypeRep	Data.Typeable.TypeRep -> ShowS
type (Data.Type.Equality.	~:)	forall {k}. k -> k -> *
	Data.Type.Equality.Refl	forall {k} (a :: k).
type (Data.Type.Equality.	~~:)	forall k1 k2. k1 -> k2 -> *
	Data.Type.Equality.HRefl	forall {k1} (a :: k1).
type ghc-prim-0.10.0	GHC.Types.TyCon	*
type base-4.18.3.0	Data.Typeable.Internal.Typeable	forall k.
base-4.18.3.0	Data.Typeable.Internal.typeRep#	base-4.18.3.0:Data.Typeable.Internal.TypeRep
	Data.Unique.hashUnique	Data.Unique.Unique -> Int
	Data.Unique.newUnique	IO Data.Unique.Unique
	Data.Version.versionTags	[String]}
	Data.Version.makeVersion	[Int] -> Data.Version.Version
	Data.Version.showVersion	Data.Version.Version -> String
	GHC.Base.absurd	GHC.Base.Void -> a
	GHC.Base.vacuous	Functor f => f GHC.Base.Void -> f a
	GHC.Word.bitReverse16	GHC.Word.Word16 -> GHC.Word.Word16
	GHC.Word.bitReverse32	GHC.Word.Word32 -> GHC.Word.Word32
	GHC.Word.bitReverse64	GHC.Word.Word64 -> GHC.Word.Word64
	GHC.Word.bitReverse8	GHC.Word.Word8 -> GHC.Word.Word8
	GHC.Word.byteSwap16	GHC.Word.Word16 -> GHC.Word.Word16
	GHC.Word.byteSwap32	GHC.Word.Word32 -> GHC.Word.Word32
	GHC.Word.byteSwap64	GHC.Word.Word64 -> GHC.Word.Word64
	Debug.Trace.putTraceMsg	String -> IO ()
	Debug.Trace.trace	String -> a -> a
	Debug.Trace.traceEvent	String -> a -> a
	Debug.Trace.traceEventIO	String -> IO ()
	Debug.Trace.traceEventWith	(a -> String) -> a -> a
	Debug.Trace.traceIO	String -> IO ()
	Debug.Trace.traceId	String -> String
	Debug.Trace.traceM	Applicative f => String -> f ()
	Debug.Trace.traceMarker	String -> a -> a
	Debug.Trace.traceMarkerIO	String -> IO ()
	Debug.Trace.traceShow	Show a => a -> b -> b
	Debug.Trace.traceShowId	Show a => a -> a
	Debug.Trace.traceShowM	(Show a, Applicative f) => a -> f ()
	Debug.Trace.traceShowWith	Show b => (a -> b) -> a -> a
	Debug.Trace.traceStack	String -> a -> a
	Debug.Trace.traceWith	(a -> String) -> a -> a
	(Data.Bits.!>>.)	GHC.Bits.Bits a => a -> Int -> a
	(Data.Bits..<<.)	GHC.Bits.Bits a => a -> Int -> a
	(Data.Bits..>>.)	GHC.Bits.Bits a => a -> Int -> a
	(Data.Bits..^.)	GHC.Bits.Bits a => a -> a -> a
	(GHC.Bits..&.)	a -> a -> a
	(GHC.Bits..|.)	a -> a -> a
	GHC.Bits.xor	a -> a -> a
	GHC.Bits.complement	a -> a
	GHC.Bits.shift	a -> Int -> a
	GHC.Bits.rotate	a -> Int -> a
	GHC.Bits.zeroBits	a
	GHC.Bits.bit	Int -> a
	GHC.Bits.setBit	a -> Int -> a
	GHC.Bits.clearBit	a -> Int -> a
	GHC.Bits.complementBit	a -> Int -> a
	GHC.Bits.testBit	a -> Int -> Bool
	GHC.Bits.bitSizeMaybe	a -> Maybe Int
	GHC.Bits.bitSize	a -> Int
	GHC.Bits.isSigned	a -> Bool
	GHC.Bits.shiftL	a -> Int -> a
	GHC.Bits.unsafeShiftL	a -> Int -> a
	GHC.Bits.shiftR	a -> Int -> a
	GHC.Bits.unsafeShiftR	a -> Int -> a
	GHC.Bits.rotateL	a -> Int -> a
	GHC.Bits.rotateR	a -> Int -> a
	GHC.Bits.popCount	a -> Int
	GHC.Bits.finiteBitSize	b -> Int
	GHC.Bits.countLeadingZeros	b -> Int
	GHC.Bits.countTrailingZeros	b -> Int
	Foreign.Storable.sizeOf	a -> Int
	Foreign.Storable.alignment	a -> Int
	Foreign.Storable.peekElemOff	GHC.Ptr.Ptr a -> Int -> IO a
	Foreign.Storable.pokeElemOff	GHC.Ptr.Ptr a -> Int -> a -> IO ()
	Foreign.Storable.peekByteOff	GHC.Ptr.Ptr b -> Int -> IO a
	Foreign.Storable.pokeByteOff	GHC.Ptr.Ptr b -> Int -> a -> IO ()
	Foreign.Storable.peek	GHC.Ptr.Ptr a -> IO a
	Foreign.Storable.poke	GHC.Ptr.Ptr a -> a -> IO ()
	GHC.Ptr.alignPtr	GHC.Ptr.Ptr a -> Int -> GHC.Ptr.Ptr a
	GHC.Bits.bitDefault	(GHC.Bits.Bits a, Num a) => Int -> a
	GHC.Word.bitReverse16	GHC.Word.Word16 -> GHC.Word.Word16
	GHC.Word.bitReverse32	GHC.Word.Word32 -> GHC.Word.Word32
	GHC.Word.bitReverse64	GHC.Word.Word64 -> GHC.Word.Word64
	GHC.Word.bitReverse8	GHC.Word.Word8 -> GHC.Word.Word8
	GHC.Word.byteSwap16	GHC.Word.Word16 -> GHC.Word.Word16
	GHC.Word.byteSwap32	GHC.Word.Word32 -> GHC.Word.Word32
	GHC.Word.byteSwap64	GHC.Word.Word64 -> GHC.Word.Word64
	Foreign.Marshal.Alloc.callocBytes	Int -> IO (GHC.Ptr.Ptr a)
	GHC.Ptr.castFunPtr	GHC.Ptr.FunPtr a -> GHC.Ptr.FunPtr b
	GHC.Ptr.castFunPtrToPtr	GHC.Ptr.FunPtr a -> GHC.Ptr.Ptr b
	GHC.Ptr.castPtr	GHC.Ptr.Ptr a -> GHC.Ptr.Ptr b
	GHC.Ptr.castPtrToFunPtr	GHC.Ptr.Ptr a -> GHC.Ptr.FunPtr b
	GHC.Stable.deRefStablePtr	GHC.Stable.StablePtr a -> IO a
	Foreign.Marshal.Alloc.free	GHC.Ptr.Ptr a -> IO ()
	Foreign.Ptr.freeHaskellFunPtr	GHC.Ptr.FunPtr a -> IO ()
	Foreign.Marshal.Pool.freePool	Foreign.Marshal.Pool.Pool -> IO ()
	GHC.Stable.freeStablePtr	GHC.Stable.StablePtr a -> IO ()
	Foreign.Marshal.Utils.fromBool	Num a => Bool -> a
	Foreign.Ptr.intPtrToPtr	Foreign.Ptr.IntPtr -> GHC.Ptr.Ptr a
	Foreign.Marshal.Alloc.mallocBytes	Int -> IO (GHC.Ptr.Ptr a)
	GHC.Ptr.minusPtr	GHC.Ptr.Ptr a -> GHC.Ptr.Ptr b -> Int
	Foreign.Marshal.Pool.newPool	IO Foreign.Marshal.Pool.Pool
	GHC.Stable.newStablePtr	a -> IO (GHC.Stable.StablePtr a)
	GHC.Ptr.nullFunPtr	GHC.Ptr.FunPtr a
	GHC.Ptr.nullPtr	GHC.Ptr.Ptr a
	Data.Bits.oneBits	GHC.Bits.FiniteBits a => a
	GHC.Ptr.plusPtr	GHC.Ptr.Ptr a -> Int -> GHC.Ptr.Ptr b
	GHC.Bits.popCountDefault	(GHC.Bits.Bits a, Num a) => a -> Int
	Foreign.Ptr.ptrToIntPtr	GHC.Ptr.Ptr a -> Foreign.Ptr.IntPtr
	Foreign.Ptr.ptrToWordPtr	GHC.Ptr.Ptr a -> Foreign.Ptr.WordPtr
	Foreign.Marshal.Utils.toBool	(Eq a, Num a) => a -> Bool
	Foreign.Marshal.Error.void	IO a -> IO ()
	Foreign.Ptr.wordPtrToPtr	Foreign.Ptr.WordPtr -> GHC.Ptr.Ptr a
	Foreign.C.String.castCCharToChar	Foreign.C.Types.CChar -> Char
	Foreign.C.String.castCSCharToChar	Foreign.C.Types.CSChar -> Char
	Foreign.C.String.castCUCharToChar	Foreign.C.Types.CUChar -> Char
	Foreign.C.String.castCharToCChar	Char -> Foreign.C.Types.CChar
	Foreign.C.String.castCharToCSChar	Char -> Foreign.C.Types.CSChar
	Foreign.C.String.castCharToCUChar	Char -> Foreign.C.Types.CUChar
	Foreign.C.String.charIsRepresentable	Char -> IO Bool
	Foreign.C.Error.e2BIG	Foreign.C.Error.Errno
	Foreign.C.Error.eACCES	Foreign.C.Error.Errno
	Foreign.C.Error.eADDRINUSE	Foreign.C.Error.Errno
	Foreign.C.Error.eADDRNOTAVAIL	Foreign.C.Error.Errno
	Foreign.C.Error.eADV	Foreign.C.Error.Errno
	Foreign.C.Error.eAFNOSUPPORT	Foreign.C.Error.Errno
	Foreign.C.Error.eAGAIN	Foreign.C.Error.Errno
	Foreign.C.Error.eALREADY	Foreign.C.Error.Errno
	Foreign.C.Error.eBADF	Foreign.C.Error.Errno
	Foreign.C.Error.eBADMSG	Foreign.C.Error.Errno
	Foreign.C.Error.eBADRPC	Foreign.C.Error.Errno
	Foreign.C.Error.eBUSY	Foreign.C.Error.Errno
	Foreign.C.Error.eCHILD	Foreign.C.Error.Errno
	Foreign.C.Error.eCOMM	Foreign.C.Error.Errno
	Foreign.C.Error.eCONNABORTED	Foreign.C.Error.Errno
	Foreign.C.Error.eCONNREFUSED	Foreign.C.Error.Errno
	Foreign.C.Error.eCONNRESET	Foreign.C.Error.Errno
	Foreign.C.Error.eDEADLK	Foreign.C.Error.Errno
	Foreign.C.Error.eDESTADDRREQ	Foreign.C.Error.Errno
	Foreign.C.Error.eDIRTY	Foreign.C.Error.Errno
	Foreign.C.Error.eDOM	Foreign.C.Error.Errno
	Foreign.C.Error.eDQUOT	Foreign.C.Error.Errno
	Foreign.C.Error.eEXIST	Foreign.C.Error.Errno
	Foreign.C.Error.eFAULT	Foreign.C.Error.Errno
	Foreign.C.Error.eFBIG	Foreign.C.Error.Errno
	Foreign.C.Error.eFTYPE	Foreign.C.Error.Errno
	Foreign.C.Error.eHOSTDOWN	Foreign.C.Error.Errno
	Foreign.C.Error.eHOSTUNREACH	Foreign.C.Error.Errno
	Foreign.C.Error.eIDRM	Foreign.C.Error.Errno
	Foreign.C.Error.eILSEQ	Foreign.C.Error.Errno
	Foreign.C.Error.eINPROGRESS	Foreign.C.Error.Errno
	Foreign.C.Error.eINTR	Foreign.C.Error.Errno
	Foreign.C.Error.eINVAL	Foreign.C.Error.Errno
	Foreign.C.Error.eIO	Foreign.C.Error.Errno
	Foreign.C.Error.eISCONN	Foreign.C.Error.Errno
	Foreign.C.Error.eISDIR	Foreign.C.Error.Errno
	Foreign.C.Error.eLOOP	Foreign.C.Error.Errno
	Foreign.C.Error.eMFILE	Foreign.C.Error.Errno
	Foreign.C.Error.eMLINK	Foreign.C.Error.Errno
	Foreign.C.Error.eMSGSIZE	Foreign.C.Error.Errno
	Foreign.C.Error.eMULTIHOP	Foreign.C.Error.Errno
	Foreign.C.Error.eNAMETOOLONG	Foreign.C.Error.Errno
	Foreign.C.Error.eNETDOWN	Foreign.C.Error.Errno
	Foreign.C.Error.eNETRESET	Foreign.C.Error.Errno
	Foreign.C.Error.eNETUNREACH	Foreign.C.Error.Errno
	Foreign.C.Error.eNFILE	Foreign.C.Error.Errno
	Foreign.C.Error.eNOBUFS	Foreign.C.Error.Errno
	Foreign.C.Error.eNODATA	Foreign.C.Error.Errno
	Foreign.C.Error.eNODEV	Foreign.C.Error.Errno
	Foreign.C.Error.eNOENT	Foreign.C.Error.Errno
	Foreign.C.Error.eNOEXEC	Foreign.C.Error.Errno
	Foreign.C.Error.eNOLCK	Foreign.C.Error.Errno
	Foreign.C.Error.eNOLINK	Foreign.C.Error.Errno
	Foreign.C.Error.eNOMEM	Foreign.C.Error.Errno
	Foreign.C.Error.eNOMSG	Foreign.C.Error.Errno
	Foreign.C.Error.eNONET	Foreign.C.Error.Errno
	Foreign.C.Error.eNOPROTOOPT	Foreign.C.Error.Errno
	Foreign.C.Error.eNOSPC	Foreign.C.Error.Errno
	Foreign.C.Error.eNOSR	Foreign.C.Error.Errno
	Foreign.C.Error.eNOSTR	Foreign.C.Error.Errno
	Foreign.C.Error.eNOSYS	Foreign.C.Error.Errno
	Foreign.C.Error.eNOTBLK	Foreign.C.Error.Errno
	Foreign.C.Error.eNOTCONN	Foreign.C.Error.Errno
	Foreign.C.Error.eNOTDIR	Foreign.C.Error.Errno
	Foreign.C.Error.eNOTEMPTY	Foreign.C.Error.Errno
	Foreign.C.Error.eNOTSOCK	Foreign.C.Error.Errno
	Foreign.C.Error.eNOTSUP	Foreign.C.Error.Errno
	Foreign.C.Error.eNOTTY	Foreign.C.Error.Errno
	Foreign.C.Error.eNXIO	Foreign.C.Error.Errno
	Foreign.C.Error.eOK	Foreign.C.Error.Errno
	Foreign.C.Error.eOPNOTSUPP	Foreign.C.Error.Errno
	Foreign.C.Error.ePERM	Foreign.C.Error.Errno
	Foreign.C.Error.ePFNOSUPPORT	Foreign.C.Error.Errno
	Foreign.C.Error.ePIPE	Foreign.C.Error.Errno
	Foreign.C.Error.ePROCLIM	Foreign.C.Error.Errno
	Foreign.C.Error.ePROCUNAVAIL	Foreign.C.Error.Errno
	Foreign.C.Error.ePROGMISMATCH	Foreign.C.Error.Errno
	Foreign.C.Error.ePROGUNAVAIL	Foreign.C.Error.Errno
	Foreign.C.Error.ePROTO	Foreign.C.Error.Errno
	Foreign.C.Error.ePROTONOSUPPORT	Foreign.C.Error.Errno
	Foreign.C.Error.ePROTOTYPE	Foreign.C.Error.Errno
	Foreign.C.Error.eRANGE	Foreign.C.Error.Errno
	Foreign.C.Error.eREMCHG	Foreign.C.Error.Errno
	Foreign.C.Error.eREMOTE	Foreign.C.Error.Errno
	Foreign.C.Error.eROFS	Foreign.C.Error.Errno
	Foreign.C.Error.eRPCMISMATCH	Foreign.C.Error.Errno
	Foreign.C.Error.eRREMOTE	Foreign.C.Error.Errno
	Foreign.C.Error.eSHUTDOWN	Foreign.C.Error.Errno
	Foreign.C.Error.eSOCKTNOSUPPORT	Foreign.C.Error.Errno
	Foreign.C.Error.eSPIPE	Foreign.C.Error.Errno
	Foreign.C.Error.eSRCH	Foreign.C.Error.Errno
	Foreign.C.Error.eSRMNT	Foreign.C.Error.Errno
	Foreign.C.Error.eSTALE	Foreign.C.Error.Errno
	Foreign.C.Error.eTIME	Foreign.C.Error.Errno
	Foreign.C.Error.eTIMEDOUT	Foreign.C.Error.Errno
	Foreign.C.Error.eTOOMANYREFS	Foreign.C.Error.Errno
	Foreign.C.Error.eTXTBSY	Foreign.C.Error.Errno
	Foreign.C.Error.eUSERS	Foreign.C.Error.Errno
	Foreign.C.Error.eWOULDBLOCK	Foreign.C.Error.Errno
	Foreign.C.Error.eXDEV	Foreign.C.Error.Errno
	Foreign.C.Error.getErrno	IO Foreign.C.Error.Errno
	Foreign.C.Error.isValidErrno	Foreign.C.Error.Errno -> Bool
	Foreign.C.String.newCAString	String -> IO GHC.Foreign.CString
	Foreign.C.String.newCString	String -> IO GHC.Foreign.CString
	Foreign.C.String.peekCAString	GHC.Foreign.CString -> IO String
	Foreign.C.String.peekCString	GHC.Foreign.CString -> IO String
	Foreign.C.Error.resetErrno	IO ()
	Foreign.C.Error.throwErrno	String -> IO a
	Foreign.C.Error.throwErrnoPath	String -> FilePath -> IO a
	Foreign.C.Error.e2BIG	Foreign.C.Error.Errno
	Foreign.C.Error.eACCES	Foreign.C.Error.Errno
	Foreign.C.Error.eADDRINUSE	Foreign.C.Error.Errno
	Foreign.C.Error.eADDRNOTAVAIL	Foreign.C.Error.Errno
	Foreign.C.Error.eADV	Foreign.C.Error.Errno
	Foreign.C.Error.eAFNOSUPPORT	Foreign.C.Error.Errno
	Foreign.C.Error.eAGAIN	Foreign.C.Error.Errno
	Foreign.C.Error.eALREADY	Foreign.C.Error.Errno
	Foreign.C.Error.eBADF	Foreign.C.Error.Errno
	Foreign.C.Error.eBADMSG	Foreign.C.Error.Errno
	Foreign.C.Error.eBADRPC	Foreign.C.Error.Errno
	Foreign.C.Error.eBUSY	Foreign.C.Error.Errno
	Foreign.C.Error.eCHILD	Foreign.C.Error.Errno
	Foreign.C.Error.eCOMM	Foreign.C.Error.Errno
	Foreign.C.Error.eCONNABORTED	Foreign.C.Error.Errno
	Foreign.C.Error.eCONNREFUSED	Foreign.C.Error.Errno
	Foreign.C.Error.eCONNRESET	Foreign.C.Error.Errno
	Foreign.C.Error.eDEADLK	Foreign.C.Error.Errno
	Foreign.C.Error.eDESTADDRREQ	Foreign.C.Error.Errno
	Foreign.C.Error.eDIRTY	Foreign.C.Error.Errno
	Foreign.C.Error.eDOM	Foreign.C.Error.Errno
	Foreign.C.Error.eDQUOT	Foreign.C.Error.Errno
	Foreign.C.Error.eEXIST	Foreign.C.Error.Errno
	Foreign.C.Error.eFAULT	Foreign.C.Error.Errno
	Foreign.C.Error.eFBIG	Foreign.C.Error.Errno
	Foreign.C.Error.eFTYPE	Foreign.C.Error.Errno
	Foreign.C.Error.eHOSTDOWN	Foreign.C.Error.Errno
	Foreign.C.Error.eHOSTUNREACH	Foreign.C.Error.Errno
	Foreign.C.Error.eIDRM	Foreign.C.Error.Errno
	Foreign.C.Error.eILSEQ	Foreign.C.Error.Errno
	Foreign.C.Error.eINPROGRESS	Foreign.C.Error.Errno
	Foreign.C.Error.eINTR	Foreign.C.Error.Errno
	Foreign.C.Error.eINVAL	Foreign.C.Error.Errno
	Foreign.C.Error.eIO	Foreign.C.Error.Errno
	Foreign.C.Error.eISCONN	Foreign.C.Error.Errno
	Foreign.C.Error.eISDIR	Foreign.C.Error.Errno
	Foreign.C.Error.eLOOP	Foreign.C.Error.Errno
	Foreign.C.Error.eMFILE	Foreign.C.Error.Errno
	Foreign.C.Error.eMLINK	Foreign.C.Error.Errno
	Foreign.C.Error.eMSGSIZE	Foreign.C.Error.Errno
	Foreign.C.Error.eMULTIHOP	Foreign.C.Error.Errno
	Foreign.C.Error.eNAMETOOLONG	Foreign.C.Error.Errno
	Foreign.C.Error.eNETDOWN	Foreign.C.Error.Errno
	Foreign.C.Error.eNETRESET	Foreign.C.Error.Errno
	Foreign.C.Error.eNETUNREACH	Foreign.C.Error.Errno
	Foreign.C.Error.eNFILE	Foreign.C.Error.Errno
	Foreign.C.Error.eNOBUFS	Foreign.C.Error.Errno
	Foreign.C.Error.eNODATA	Foreign.C.Error.Errno
	Foreign.C.Error.eNODEV	Foreign.C.Error.Errno
	Foreign.C.Error.eNOENT	Foreign.C.Error.Errno
	Foreign.C.Error.eNOEXEC	Foreign.C.Error.Errno
	Foreign.C.Error.eNOLCK	Foreign.C.Error.Errno
	Foreign.C.Error.eNOLINK	Foreign.C.Error.Errno
	Foreign.C.Error.eNOMEM	Foreign.C.Error.Errno
	Foreign.C.Error.eNOMSG	Foreign.C.Error.Errno
	Foreign.C.Error.eNONET	Foreign.C.Error.Errno
	Foreign.C.Error.eNOPROTOOPT	Foreign.C.Error.Errno
	Foreign.C.Error.eNOSPC	Foreign.C.Error.Errno
	Foreign.C.Error.eNOSR	Foreign.C.Error.Errno
	Foreign.C.Error.eNOSTR	Foreign.C.Error.Errno
	Foreign.C.Error.eNOSYS	Foreign.C.Error.Errno
	Foreign.C.Error.eNOTBLK	Foreign.C.Error.Errno
	Foreign.C.Error.eNOTCONN	Foreign.C.Error.Errno
	Foreign.C.Error.eNOTDIR	Foreign.C.Error.Errno
	Foreign.C.Error.eNOTEMPTY	Foreign.C.Error.Errno
	Foreign.C.Error.eNOTSOCK	Foreign.C.Error.Errno
	Foreign.C.Error.eNOTSUP	Foreign.C.Error.Errno
	Foreign.C.Error.eNOTTY	Foreign.C.Error.Errno
	Foreign.C.Error.eNXIO	Foreign.C.Error.Errno
	Foreign.C.Error.eOK	Foreign.C.Error.Errno
	Foreign.C.Error.eOPNOTSUPP	Foreign.C.Error.Errno
	Foreign.C.Error.ePERM	Foreign.C.Error.Errno
	Foreign.C.Error.ePFNOSUPPORT	Foreign.C.Error.Errno
	Foreign.C.Error.ePIPE	Foreign.C.Error.Errno
	Foreign.C.Error.ePROCLIM	Foreign.C.Error.Errno
	Foreign.C.Error.ePROCUNAVAIL	Foreign.C.Error.Errno
	Foreign.C.Error.ePROGMISMATCH	Foreign.C.Error.Errno
	Foreign.C.Error.ePROGUNAVAIL	Foreign.C.Error.Errno
	Foreign.C.Error.ePROTO	Foreign.C.Error.Errno
	Foreign.C.Error.ePROTONOSUPPORT	Foreign.C.Error.Errno
	Foreign.C.Error.ePROTOTYPE	Foreign.C.Error.Errno
	Foreign.C.Error.eRANGE	Foreign.C.Error.Errno
	Foreign.C.Error.eREMCHG	Foreign.C.Error.Errno
	Foreign.C.Error.eREMOTE	Foreign.C.Error.Errno
	Foreign.C.Error.eROFS	Foreign.C.Error.Errno
	Foreign.C.Error.eRPCMISMATCH	Foreign.C.Error.Errno
	Foreign.C.Error.eRREMOTE	Foreign.C.Error.Errno
	Foreign.C.Error.eSHUTDOWN	Foreign.C.Error.Errno
	Foreign.C.Error.eSOCKTNOSUPPORT	Foreign.C.Error.Errno
	Foreign.C.Error.eSPIPE	Foreign.C.Error.Errno
	Foreign.C.Error.eSRCH	Foreign.C.Error.Errno
	Foreign.C.Error.eSRMNT	Foreign.C.Error.Errno
	Foreign.C.Error.eSTALE	Foreign.C.Error.Errno
	Foreign.C.Error.eTIME	Foreign.C.Error.Errno
	Foreign.C.Error.eTIMEDOUT	Foreign.C.Error.Errno
	Foreign.C.Error.eTOOMANYREFS	Foreign.C.Error.Errno
	Foreign.C.Error.eTXTBSY	Foreign.C.Error.Errno
	Foreign.C.Error.eUSERS	Foreign.C.Error.Errno
	Foreign.C.Error.eWOULDBLOCK	Foreign.C.Error.Errno
	Foreign.C.Error.eXDEV	Foreign.C.Error.Errno
	Foreign.C.Error.getErrno	IO Foreign.C.Error.Errno
	Foreign.C.Error.isValidErrno	Foreign.C.Error.Errno -> Bool
	Foreign.C.Error.resetErrno	IO ()
	Foreign.C.Error.throwErrno	String -> IO a
	Foreign.C.Error.throwErrnoPath	String -> FilePath -> IO a
	Foreign.C.String.castCCharToChar	Foreign.C.Types.CChar -> Char
	Foreign.C.String.castCSCharToChar	Foreign.C.Types.CSChar -> Char
	Foreign.C.String.castCUCharToChar	Foreign.C.Types.CUChar -> Char
	Foreign.C.String.castCharToCChar	Char -> Foreign.C.Types.CChar
	Foreign.C.String.castCharToCSChar	Char -> Foreign.C.Types.CSChar
	Foreign.C.String.castCharToCUChar	Char -> Foreign.C.Types.CUChar
	Foreign.C.String.charIsRepresentable	Char -> IO Bool
	Foreign.C.String.newCAString	String -> IO GHC.Foreign.CString
	Foreign.C.String.newCString	String -> IO GHC.Foreign.CString
	Foreign.C.String.peekCAString	GHC.Foreign.CString -> IO String
	Foreign.C.String.peekCString	GHC.Foreign.CString -> IO String
	Foreign.Marshal.Alloc.callocBytes	Int -> IO (GHC.Ptr.Ptr a)
	Foreign.Marshal.Alloc.free	GHC.Ptr.Ptr a -> IO ()
	Foreign.Marshal.Pool.freePool	Foreign.Marshal.Pool.Pool -> IO ()
	Foreign.Marshal.Utils.fromBool	Num a => Bool -> a
	Foreign.Marshal.Alloc.mallocBytes	Int -> IO (GHC.Ptr.Ptr a)
	Foreign.Marshal.Pool.newPool	IO Foreign.Marshal.Pool.Pool
	Foreign.Marshal.Utils.toBool	(Eq a, Num a) => a -> Bool
	Foreign.Marshal.Error.void	IO a -> IO ()
	Foreign.Marshal.Alloc.callocBytes	Int -> IO (GHC.Ptr.Ptr a)
	Foreign.Marshal.Alloc.free	GHC.Ptr.Ptr a -> IO ()
	Foreign.Marshal.Alloc.mallocBytes	Int -> IO (GHC.Ptr.Ptr a)
	Foreign.Marshal.Error.void	IO a -> IO ()
	Foreign.Marshal.Pool.freePool	Foreign.Marshal.Pool.Pool -> IO ()
	Foreign.Marshal.Pool.newPool	IO Foreign.Marshal.Pool.Pool
	Foreign.Marshal.Alloc.callocBytes	Int -> IO (GHC.Ptr.Ptr a)
	Foreign.Marshal.Alloc.free	GHC.Ptr.Ptr a -> IO ()
	Foreign.Marshal.Pool.freePool	Foreign.Marshal.Pool.Pool -> IO ()
	Foreign.Marshal.Utils.fromBool	Num a => Bool -> a
	Foreign.Marshal.Alloc.mallocBytes	Int -> IO (GHC.Ptr.Ptr a)
	Foreign.Marshal.Pool.newPool	IO Foreign.Marshal.Pool.Pool
	Foreign.Marshal.Utils.toBool	(Eq a, Num a) => a -> Bool
	Foreign.Marshal.Error.void	IO a -> IO ()
	Foreign.Marshal.Utils.fromBool	Num a => Bool -> a
	Foreign.Marshal.Utils.toBool	(Eq a, Num a) => a -> Bool
	Foreign.Ptr.freeHaskellFunPtr	GHC.Ptr.FunPtr a -> IO ()
	Foreign.Ptr.intPtrToPtr	Foreign.Ptr.IntPtr -> GHC.Ptr.Ptr a
	Foreign.Ptr.ptrToIntPtr	GHC.Ptr.Ptr a -> Foreign.Ptr.IntPtr
	Foreign.Ptr.ptrToWordPtr	GHC.Ptr.Ptr a -> Foreign.Ptr.WordPtr
	Foreign.Ptr.wordPtrToPtr	Foreign.Ptr.WordPtr -> GHC.Ptr.Ptr a
	GHC.Ptr.alignPtr	GHC.Ptr.Ptr a -> Int -> GHC.Ptr.Ptr a
	GHC.Ptr.castFunPtr	GHC.Ptr.FunPtr a -> GHC.Ptr.FunPtr b
	GHC.Ptr.castFunPtrToPtr	GHC.Ptr.FunPtr a -> GHC.Ptr.Ptr b
	GHC.Ptr.castPtr	GHC.Ptr.Ptr a -> GHC.Ptr.Ptr b
	GHC.Ptr.castPtrToFunPtr	GHC.Ptr.Ptr a -> GHC.Ptr.FunPtr b
