type base-4.18.3.0	Foreign.C.Error.ePROTO	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.ePROTONOSUPPORT	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.ePROTOTYPE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eRANGE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eREMCHG	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eREMOTE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eROFS	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eRPCMISMATCH	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eRREMOTE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eSHUTDOWN	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eSOCKTNOSUPPORT	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eSPIPE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eSRCH	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eSRMNT	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eSTALE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eTIME	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eTIMEDOUT	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eTOOMANYREFS	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eTXTBSY	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eUSERS	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eWOULDBLOCK	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eXDEV	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.getErrno	IO Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.isValidErrno	Foreign.C.Error.Errno -> Bool
type base-4.18.3.0	Foreign.C.String.newCAString	String -> IO GHC.Foreign.CString
type base-4.18.3.0	Foreign.C.String.newCString	String -> IO GHC.Foreign.CString
type base-4.18.3.0	Foreign.C.String.peekCAString	GHC.Foreign.CString -> IO String
type base-4.18.3.0	Foreign.C.String.peekCString	GHC.Foreign.CString -> IO String
type base-4.18.3.0	Foreign.C.Error.resetErrno	IO ()
type base-4.18.3.0	Foreign.C.Error.throwErrno	String -> IO a
type base-4.18.3.0	Foreign.C.Error.throwErrnoPath	String -> FilePath -> IO a
type base-4.18.3.0	Foreign.C.Error.e2BIG	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eACCES	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eADDRINUSE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eADDRNOTAVAIL	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eADV	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eAFNOSUPPORT	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eAGAIN	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eALREADY	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eBADF	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eBADMSG	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eBADRPC	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eBUSY	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eCHILD	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eCOMM	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eCONNABORTED	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eCONNREFUSED	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eCONNRESET	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eDEADLK	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eDESTADDRREQ	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eDIRTY	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eDOM	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eDQUOT	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eEXIST	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eFAULT	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eFBIG	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eFTYPE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eHOSTDOWN	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eHOSTUNREACH	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eIDRM	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eILSEQ	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eINPROGRESS	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eINTR	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eINVAL	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eIO	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eISCONN	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eISDIR	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eLOOP	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eMFILE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eMLINK	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eMSGSIZE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eMULTIHOP	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNAMETOOLONG	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNETDOWN	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNETRESET	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNETUNREACH	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNFILE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOBUFS	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNODATA	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNODEV	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOENT	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOEXEC	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOLCK	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOLINK	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOMEM	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOMSG	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNONET	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOPROTOOPT	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOSPC	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOSR	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOSTR	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOSYS	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOTBLK	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOTCONN	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOTDIR	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOTEMPTY	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOTSOCK	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOTSUP	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNOTTY	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eNXIO	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eOK	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eOPNOTSUPP	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.ePERM	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.ePFNOSUPPORT	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.ePIPE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.ePROCLIM	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.ePROCUNAVAIL	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.ePROGMISMATCH	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.ePROGUNAVAIL	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.ePROTO	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.ePROTONOSUPPORT	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.ePROTOTYPE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eRANGE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eREMCHG	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eREMOTE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eROFS	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eRPCMISMATCH	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eRREMOTE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eSHUTDOWN	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eSOCKTNOSUPPORT	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eSPIPE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eSRCH	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eSRMNT	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eSTALE	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eTIME	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eTIMEDOUT	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eTOOMANYREFS	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eTXTBSY	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eUSERS	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eWOULDBLOCK	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.eXDEV	Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.getErrno	IO Foreign.C.Error.Errno
type base-4.18.3.0	Foreign.C.Error.isValidErrno	Foreign.C.Error.Errno -> Bool
type base-4.18.3.0	Foreign.C.Error.resetErrno	IO ()
type base-4.18.3.0	Foreign.C.Error.throwErrno	String -> IO a
type base-4.18.3.0	Foreign.C.Error.throwErrnoPath	String -> FilePath -> IO a
type base-4.18.3.0	Foreign.C.String.castCCharToChar	Foreign.C.Types.CChar -> Char
type base-4.18.3.0	Foreign.C.String.castCSCharToChar	Foreign.C.Types.CSChar -> Char
type base-4.18.3.0	Foreign.C.String.castCUCharToChar	Foreign.C.Types.CUChar -> Char
type base-4.18.3.0	Foreign.C.String.castCharToCChar	Char -> Foreign.C.Types.CChar
type base-4.18.3.0	Foreign.C.String.castCharToCSChar	Char -> Foreign.C.Types.CSChar
type base-4.18.3.0	Foreign.C.String.castCharToCUChar	Char -> Foreign.C.Types.CUChar
type base-4.18.3.0	Foreign.C.String.charIsRepresentable	Char -> IO Bool
type base-4.18.3.0	Foreign.C.String.newCAString	String -> IO GHC.Foreign.CString
type base-4.18.3.0	Foreign.C.String.newCString	String -> IO GHC.Foreign.CString
type base-4.18.3.0	Foreign.C.String.peekCAString	GHC.Foreign.CString -> IO String
type base-4.18.3.0	Foreign.C.String.peekCString	GHC.Foreign.CString -> IO String
type base-4.18.3.0	Foreign.C.Types.CBool	GHC.Word.Word8 -> Foreign.C.Types.CBool
type base-4.18.3.0	Foreign.C.Types.CChar	GHC.Int.Int8 -> Foreign.C.Types.CChar
type base-4.18.3.0	Foreign.C.Types.CClock	GHC.Int.Int32 -> Foreign.C.Types.CClock
type base-4.18.3.0	Foreign.C.Types.CDouble	Double -> Foreign.C.Types.CDouble
type base-4.18.3.0	Foreign.C.Types.CFloat	Float -> Foreign.C.Types.CFloat
type base-4.18.3.0	Foreign.C.Types.CInt	GHC.Int.Int32 -> Foreign.C.Types.CInt
type base-4.18.3.0	Foreign.C.Types.CIntMax	GHC.Int.Int64 -> Foreign.C.Types.CIntMax
type base-4.18.3.0	Foreign.C.Types.CIntPtr	GHC.Int.Int64 -> Foreign.C.Types.CIntPtr
type base-4.18.3.0	Foreign.C.Types.CLLong	GHC.Int.Int64 -> Foreign.C.Types.CLLong
type base-4.18.3.0	Foreign.C.Types.CLong	GHC.Int.Int32 -> Foreign.C.Types.CLong
type base-4.18.3.0	Foreign.C.Types.CSChar	GHC.Int.Int8 -> Foreign.C.Types.CSChar
type base-4.18.3.0	Foreign.C.Types.CShort	GHC.Int.Int16 -> Foreign.C.Types.CShort
type base-4.18.3.0	Foreign.C.Types.CSize	GHC.Word.Word64 -> Foreign.C.Types.CSize
type base-4.18.3.0	Foreign.C.Types.CTime	GHC.Int.Int64 -> Foreign.C.Types.CTime
type base-4.18.3.0	Foreign.C.Types.CUChar	GHC.Word.Word8 -> Foreign.C.Types.CUChar
type base-4.18.3.0	Foreign.C.Types.CUInt	GHC.Word.Word32 -> Foreign.C.Types.CUInt
type base-4.18.3.0	Foreign.C.Types.CULong	GHC.Word.Word32 -> Foreign.C.Types.CULong
type base-4.18.3.0	Foreign.C.Types.CWchar	GHC.Word.Word16 -> Foreign.C.Types.CWchar
type base-4.18.3.0	Foreign.Marshal.Alloc.callocBytes	Int -> IO (GHC.Ptr.Ptr a)
type base-4.18.3.0	Foreign.Marshal.Alloc.free	GHC.Ptr.Ptr a -> IO ()
type base-4.18.3.0	Foreign.Marshal.Pool.freePool	Foreign.Marshal.Pool.Pool -> IO ()
type base-4.18.3.0	Foreign.Marshal.Utils.fromBool	Num a => Bool -> a
type base-4.18.3.0	Foreign.Marshal.Alloc.mallocBytes	Int -> IO (GHC.Ptr.Ptr a)
type base-4.18.3.0	Foreign.Marshal.Pool.newPool	IO Foreign.Marshal.Pool.Pool
type base-4.18.3.0	Foreign.Marshal.Utils.toBool	(Eq a, Num a) => a -> Bool
type base-4.18.3.0	Foreign.Marshal.Error.void	IO a -> IO ()
type base-4.18.3.0	Foreign.Marshal.Alloc.callocBytes	Int -> IO (GHC.Ptr.Ptr a)
type base-4.18.3.0	Foreign.Marshal.Alloc.free	GHC.Ptr.Ptr a -> IO ()
type base-4.18.3.0	Foreign.Marshal.Alloc.mallocBytes	Int -> IO (GHC.Ptr.Ptr a)
type base-4.18.3.0	Foreign.Marshal.Error.void	IO a -> IO ()
type base-4.18.3.0	Foreign.Marshal.Pool.freePool	Foreign.Marshal.Pool.Pool -> IO ()
type base-4.18.3.0	Foreign.Marshal.Pool.newPool	IO Foreign.Marshal.Pool.Pool
type base-4.18.3.0	Foreign.Marshal.Alloc.callocBytes	Int -> IO (GHC.Ptr.Ptr a)
type base-4.18.3.0	Foreign.Marshal.Alloc.free	GHC.Ptr.Ptr a -> IO ()
type base-4.18.3.0	Foreign.Marshal.Pool.freePool	Foreign.Marshal.Pool.Pool -> IO ()
type base-4.18.3.0	Foreign.Marshal.Utils.fromBool	Num a => Bool -> a
type base-4.18.3.0	Foreign.Marshal.Alloc.mallocBytes	Int -> IO (GHC.Ptr.Ptr a)
type base-4.18.3.0	Foreign.Marshal.Pool.newPool	IO Foreign.Marshal.Pool.Pool
type base-4.18.3.0	Foreign.Marshal.Utils.toBool	(Eq a, Num a) => a -> Bool
type base-4.18.3.0	Foreign.Marshal.Error.void	IO a -> IO ()
type base-4.18.3.0	Foreign.Marshal.Unsafe.unsafeLocalState	IO a -> a
type base-4.18.3.0	Foreign.Marshal.Utils.fromBool	Num a => Bool -> a
type base-4.18.3.0	Foreign.Marshal.Utils.toBool	(Eq a, Num a) => a -> Bool
type base-4.18.3.0	Foreign.Ptr.IntPtr	Int -> Foreign.Ptr.IntPtr
type base-4.18.3.0	Foreign.Ptr.WordPtr	Word -> Foreign.Ptr.WordPtr
type base-4.18.3.0	Foreign.Ptr.freeHaskellFunPtr	GHC.Ptr.FunPtr a -> IO ()
type base-4.18.3.0	Foreign.Ptr.intPtrToPtr	Foreign.Ptr.IntPtr -> GHC.Ptr.Ptr a
type base-4.18.3.0	Foreign.Ptr.ptrToIntPtr	GHC.Ptr.Ptr a -> Foreign.Ptr.IntPtr
type base-4.18.3.0	Foreign.Ptr.ptrToWordPtr	GHC.Ptr.Ptr a -> Foreign.Ptr.WordPtr
type base-4.18.3.0	Foreign.Ptr.wordPtrToPtr	Foreign.Ptr.WordPtr -> GHC.Ptr.Ptr a
type base-4.18.3.0	GHC.Ptr.alignPtr	GHC.Ptr.Ptr a -> Int -> GHC.Ptr.Ptr a
type base-4.18.3.0	GHC.Ptr.castFunPtr	GHC.Ptr.FunPtr a -> GHC.Ptr.FunPtr b
type base-4.18.3.0	GHC.Ptr.castFunPtrToPtr	GHC.Ptr.FunPtr a -> GHC.Ptr.Ptr b
type base-4.18.3.0	GHC.Ptr.castPtr	GHC.Ptr.Ptr a -> GHC.Ptr.Ptr b
type base-4.18.3.0	GHC.Ptr.castPtrToFunPtr	GHC.Ptr.Ptr a -> GHC.Ptr.FunPtr b
type base-4.18.3.0	GHC.Ptr.minusPtr	GHC.Ptr.Ptr a -> GHC.Ptr.Ptr b -> Int
type base-4.18.3.0	GHC.Ptr.nullFunPtr	GHC.Ptr.FunPtr a
type base-4.18.3.0	GHC.Ptr.nullPtr	GHC.Ptr.Ptr a
type base-4.18.3.0	GHC.Ptr.plusPtr	GHC.Ptr.Ptr a -> Int -> GHC.Ptr.Ptr b
type base-4.18.3.0	(Data.Bits.!<<.)	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	(Data.Bits.!>>.)	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	(GHC.Bits..&.)	GHC.Bits.Bits a => a -> a -> a
type base-4.18.3.0	(Data.Bits..<<.)	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	(Data.Bits..>>.)	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	(Data.Bits..^.)	GHC.Bits.Bits a => a -> a -> a
type base-4.18.3.0	(GHC.Bits..|.)	GHC.Bits.Bits a => a -> a -> a
type base-4.18.3.0	Data.Bits.And	a -> Data.Bits.And a
type base-4.18.3.0	Data.Bits.Iff	a -> Data.Bits.Iff a
type base-4.18.3.0	Foreign.Ptr.IntPtr	Int -> Foreign.Ptr.IntPtr
type base-4.18.3.0	Data.Bits.Ior	a -> Data.Bits.Ior a
type base-4.18.3.0	Foreign.Ptr.WordPtr	Word -> Foreign.Ptr.WordPtr
type base-4.18.3.0	Data.Bits.Xor	a -> Data.Bits.Xor a
type base-4.18.3.0	GHC.Ptr.alignPtr	GHC.Ptr.Ptr a -> Int -> GHC.Ptr.Ptr a
type base-4.18.3.0	GHC.Bits.bit	GHC.Bits.Bits a => Int -> a
type base-4.18.3.0	GHC.Bits.bitDefault	(GHC.Bits.Bits a, Num a) => Int -> a
type base-4.18.3.0	GHC.Word.bitReverse16	GHC.Word.Word16 -> GHC.Word.Word16
type base-4.18.3.0	GHC.Word.bitReverse32	GHC.Word.Word32 -> GHC.Word.Word32
type base-4.18.3.0	GHC.Word.bitReverse64	GHC.Word.Word64 -> GHC.Word.Word64
type base-4.18.3.0	GHC.Word.bitReverse8	GHC.Word.Word8 -> GHC.Word.Word8
type base-4.18.3.0	GHC.Bits.bitSize	GHC.Bits.Bits a => a -> Int
type base-4.18.3.0	GHC.Bits.bitSizeMaybe	GHC.Bits.Bits a => a -> Maybe Int
type base-4.18.3.0	GHC.Word.byteSwap16	GHC.Word.Word16 -> GHC.Word.Word16
type base-4.18.3.0	GHC.Word.byteSwap32	GHC.Word.Word32 -> GHC.Word.Word32
type base-4.18.3.0	GHC.Word.byteSwap64	GHC.Word.Word64 -> GHC.Word.Word64
type base-4.18.3.0	Foreign.Marshal.Alloc.callocBytes	Int -> IO (GHC.Ptr.Ptr a)
type base-4.18.3.0	GHC.Ptr.castFunPtr	GHC.Ptr.FunPtr a -> GHC.Ptr.FunPtr b
type base-4.18.3.0	GHC.Ptr.castFunPtrToPtr	GHC.Ptr.FunPtr a -> GHC.Ptr.Ptr b
type base-4.18.3.0	GHC.Ptr.castPtr	GHC.Ptr.Ptr a -> GHC.Ptr.Ptr b
type base-4.18.3.0	GHC.Ptr.castPtrToFunPtr	GHC.Ptr.Ptr a -> GHC.Ptr.FunPtr b
type base-4.18.3.0	GHC.Bits.clearBit	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	GHC.Bits.complement	GHC.Bits.Bits a => a -> a
type base-4.18.3.0	GHC.Bits.complementBit	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	GHC.Bits.countLeadingZeros	GHC.Bits.FiniteBits b => b -> Int
type base-4.18.3.0	GHC.Bits.countTrailingZeros	GHC.Bits.FiniteBits b => b -> Int
type base-4.18.3.0	GHC.Stable.deRefStablePtr	GHC.Stable.StablePtr a -> IO a
type base-4.18.3.0	GHC.Bits.finiteBitSize	GHC.Bits.FiniteBits b => b -> Int
type base-4.18.3.0	Foreign.Marshal.Alloc.free	GHC.Ptr.Ptr a -> IO ()
type base-4.18.3.0	Foreign.Ptr.freeHaskellFunPtr	GHC.Ptr.FunPtr a -> IO ()
type base-4.18.3.0	Foreign.Marshal.Pool.freePool	Foreign.Marshal.Pool.Pool -> IO ()
type base-4.18.3.0	GHC.Stable.freeStablePtr	GHC.Stable.StablePtr a -> IO ()
type base-4.18.3.0	Foreign.Marshal.Utils.fromBool	Num a => Bool -> a
type base-4.18.3.0	Data.Bits.getAnd	Data.Bits.And a -> a
type base-4.18.3.0	Data.Bits.getIff	Data.Bits.Iff a -> a
type base-4.18.3.0	Data.Bits.getIor	Data.Bits.Ior a -> a
type base-4.18.3.0	Data.Bits.getXor	Data.Bits.Xor a -> a
type base-4.18.3.0	Foreign.Ptr.intPtrToPtr	Foreign.Ptr.IntPtr -> GHC.Ptr.Ptr a
type base-4.18.3.0	GHC.Bits.isSigned	GHC.Bits.Bits a => a -> Bool
type base-4.18.3.0	Foreign.Marshal.Alloc.mallocBytes	Int -> IO (GHC.Ptr.Ptr a)
type base-4.18.3.0	GHC.Ptr.minusPtr	GHC.Ptr.Ptr a -> GHC.Ptr.Ptr b -> Int
type base-4.18.3.0	Foreign.Marshal.Pool.newPool	IO Foreign.Marshal.Pool.Pool
type base-4.18.3.0	GHC.Stable.newStablePtr	a -> IO (GHC.Stable.StablePtr a)
type base-4.18.3.0	GHC.Ptr.nullFunPtr	GHC.Ptr.FunPtr a
type base-4.18.3.0	GHC.Ptr.nullPtr	GHC.Ptr.Ptr a
type base-4.18.3.0	Data.Bits.oneBits	GHC.Bits.FiniteBits a => a
type base-4.18.3.0	GHC.Ptr.plusPtr	GHC.Ptr.Ptr a -> Int -> GHC.Ptr.Ptr b
type base-4.18.3.0	GHC.Bits.popCount	GHC.Bits.Bits a => a -> Int
type base-4.18.3.0	GHC.Bits.popCountDefault	(GHC.Bits.Bits a, Num a) => a -> Int
type base-4.18.3.0	Foreign.Ptr.ptrToIntPtr	GHC.Ptr.Ptr a -> Foreign.Ptr.IntPtr
type base-4.18.3.0	Foreign.Ptr.ptrToWordPtr	GHC.Ptr.Ptr a -> Foreign.Ptr.WordPtr
type base-4.18.3.0	GHC.Bits.rotate	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	GHC.Bits.rotateL	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	GHC.Bits.rotateR	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	GHC.Bits.setBit	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	GHC.Bits.shift	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	GHC.Bits.shiftL	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	GHC.Bits.shiftR	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	Foreign.Storable.sizeOf	Foreign.Storable.Storable a => a -> Int
type base-4.18.3.0	GHC.Bits.testBit	GHC.Bits.Bits a => a -> Int -> Bool
type base-4.18.3.0	Foreign.Marshal.Utils.toBool	(Eq a, Num a) => a -> Bool
type base-4.18.3.0	GHC.Bits.unsafeShiftL	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	GHC.Bits.unsafeShiftR	GHC.Bits.Bits a => a -> Int -> a
type base-4.18.3.0	Foreign.Marshal.Error.void	IO a -> IO ()
type base-4.18.3.0	Foreign.Ptr.wordPtrToPtr	Foreign.Ptr.WordPtr -> GHC.Ptr.Ptr a
type base-4.18.3.0	GHC.Bits.xor	GHC.Bits.Bits a => a -> a -> a
type base-4.18.3.0	GHC.Bits.zeroBits	GHC.Bits.Bits a => a
type base-4.18.3.0	GHC.Stable.deRefStablePtr	GHC.Stable.StablePtr a -> IO a
type base-4.18.3.0	GHC.Stable.freeStablePtr	GHC.Stable.StablePtr a -> IO ()
type base-4.18.3.0	GHC.Stable.newStablePtr	a -> IO (GHC.Stable.StablePtr a)
type base-4.18.3.0	Foreign.Storable.sizeOf	Foreign.Storable.Storable a => a -> Int
type base-4.18.3.0	(GHC.Arr.!)	GHC.Ix.Ix i => GHC.Arr.Array i e -> i -> e
type base-4.18.3.0	GHC.Arr.amap	(a -> b) -> GHC.Arr.Array i a -> GHC.Arr.Array i b
type base-4.18.3.0	GHC.Arr.arrEleBottom	a
type base-4.18.3.0	GHC.Arr.assocs	GHC.Ix.Ix i => GHC.Arr.Array i e -> [(i, e)]
type base-4.18.3.0	GHC.Arr.badSafeIndex	Int -> Int -> Int
type base-4.18.3.0	GHC.Arr.bounds	GHC.Arr.Array i e -> (i, i)
type base-4.18.3.0	GHC.Arr.boundsSTArray	GHC.Arr.STArray s i e -> (i, i)
type base-4.18.3.0	GHC.Arr.elems	GHC.Arr.Array i e -> [e]
type base-4.18.3.0	GHC.Arr.foldl1Elems	(a -> a -> a) -> GHC.Arr.Array i a -> a
type base-4.18.3.0	GHC.Arr.foldlElems	(b -> a -> b) -> b -> GHC.Arr.Array i a -> b
type base-4.18.3.0	GHC.Arr.foldlElems'	(b -> a -> b) -> b -> GHC.Arr.Array i a -> b
type base-4.18.3.0	GHC.Arr.foldr1Elems	(a -> a -> a) -> GHC.Arr.Array i a -> a
type base-4.18.3.0	GHC.Arr.foldrElems	(a -> b -> b) -> b -> GHC.Arr.Array i a -> b
type base-4.18.3.0	GHC.Arr.foldrElems'	(a -> b -> b) -> b -> GHC.Arr.Array i a -> b
type base-4.18.3.0	GHC.Arr.indices	GHC.Ix.Ix i => GHC.Arr.Array i e -> [i]
type base-4.18.3.0	GHC.Arr.lessSafeIndex	GHC.Ix.Ix i => (i, i) -> Int -> i -> Int
type base-4.18.3.0	GHC.Arr.negRange	Int
